name,result,reached,length,time
level_88,0,183,202,38
level_89,1,201,202,37
level_90,1,201,202,40
level_91,0,192,202,29
level_92,1,201,202,28
level_93,0,104,202,28
level_94,1,201,202,21
level_95,1,201,202,28
level_96,1,201,202,37
level_97,1,201,202,22
level_98,1,201,202,25
level_99,1,201,202,39
level_100,1,201,202,29
level_101,1,201,202,23
level_102,1,201,202,34
level_103,1,201,202,44
level_104,1,201,202,42
level_105,1,201,202,29
level_106,1,201,202,33
level_107,0,108,202,45
level_108,1,201,202,30
level_109,1,201,202,36
level_110,1,201,202,26
level_111,0,131,202,21
level_112,1,201,202,33
level_113,1,201,202,41
level_114,1,201,202,30
level_115,0,124,202,20
level_116,1,201,202,42
level_117,1,201,202,41
level_118,1,201,202,43
level_119,0,180,202,34
level_120,1,201,202,36
level_121,0,127,202,30
level_122,1,201,202,25
level_123,1,201,202,28
level_124,1,201,202,44
level_125,1,201,202,29
level_126,1,201,202,37
level_127,1,201,202,44
level_128,0,150,202,40
level_129,1,201,202,41
level_130,1,201,202,44
level_131,0,122,202,43
level_132,1,201,202,24
level_133,1,201,202,37
level_134,1,201,202,21
level_135,1,201,202,21
level_136,1,201,202,23
level_137,1,201,202,27
level_138,1,201,202,21
level_139,1,201,202,22
level_140,1,201,202,34
level_141,1,201,202,40
level_142,1,201,202,27
level_143,1,201,202,43
level_144,1,201,202,27
level_145,1,201,202,31
level_146,1,201,202,36
level_147,1,201,202,35
level_148,1,201,202,26
level_149,0,113,202,39
level_150,1,201,202,21
level_151,1,201,202,26
level_152,0,163,202,43
level_153,1,201,202,28
level_154,1,201,202,36
level_155,1,201,202,23
level_156,1,201,202,22
level_157,1,201,202,20
level_158,1,201,202,23
level_159,0,182,202,43
level_160,1,201,202,41
level_161,0,114,202,41
level_162,1,201,202,43
level_163,1,201,202,27
level_164,1,201,202,24
level_165,1,201,202,41
level_166,1,201,202,42
level_167,1,201,202,24
level_168,1,201,202,25
level_169,1,201,202,38
level_170,1,201,202,38
level_171,1,201,202,45
level_172,0,181,202,44
level_173,1,201,202,45
level_174,1,201,202,45
level_175,0,194,202,38
level_176,1,201,202,40
level_177,1,201,202,32
level_178,1,201,202,28
level_179,1,201,202,45
level_180,1,201,202,29
level_181,1,201,202,26
level_182,1,201,202,22
level_183,1,201,202,26
level_184,1,201,202,33
level_185,1,201,202,40
level_186,1,201,202,38
level_187,1,201,202,38
level_188,1,201,202,43
level_189,1,201,202,22
level_190,0,113,202,45
level_191,0,142,202,42
level_192,1,201,202,38
level_193,1,201,202,37
level_194,1,201,202,32
level_195,1,201,202,44
level_196,1,201,202,41
level_197,1,201,202,31
level_198,1,201,202,24
level_199,1,201,202,22
level_200,0,191,202,39
level_201,1,201,202,45
level_202,1,201,202,31
level_203,0,186,202,37
level_204,1,201,202,28
level_205,1,201,202,29
level_206,1,201,202,44
level_207,1,201,202,24
level_208,1,201,202,35
level_209,1,201,202,43
level_210,0,128,202,28
level_211,0,128,202,36
level_212,1,201,202,27
level_213,1,201,202,29
level_214,1,201,202,27
level_215,1,201,202,37
level_216,1,201,202,39
level_217,1,201,202,37
level_218,1,201,202,42
level_219,1,201,202,23
level_220,1,201,202,42
level_221,0,125,202,29
level_222,0,120,202,32
level_223,0,132,202,28
level_224,1,201,202,42
level_225,1,201,202,23
level_226,0,168,202,39
level_227,0,166,202,38
level_228,1,201,202,37
level_229,1,201,202,25
level_230,1,201,202,44
level_231,1,201,202,45
level_232,1,201,202,32
level_233,1,201,202,24
level_234,1,201,202,42
level_235,1,201,202,22
level_236,1,201,202,45
level_237,1,201,202,42
level_238,1,201,202,45
level_239,1,201,202,36
level_240,1,201,202,39
level_241,1,201,202,22
level_242,1,201,202,29
level_243,1,201,202,30
level_244,1,201,202,44
level_245,0,194,202,28
level_246,1,201,202,29
level_247,1,201,202,43
level_248,0,111,202,28
level_249,1,201,202,23
level_250,1,201,202,35
level_251,0,186,202,42
level_252,1,201,202,44
level_253,1,201,202,29
level_254,1,201,202,37
level_255,1,201,202,43
level_256,0,120,202,37
level_257,1,201,202,40
level_258,1,201,202,31
level_259,1,201,202,42
level_260,1,201,202,36
level_261,1,201,202,32
level_262,1,201,202,40
level_263,1,201,202,41
level_264,1,201,202,35
level_265,1,201,202,31
level_266,1,201,202,30
level_267,1,201,202,28
level_268,1,201,202,42
level_269,1,201,202,34
level_270,1,201,202,39
level_271,0,106,202,22
level_272,0,196,202,33
level_273,1,201,202,23
level_274,1,201,202,43
level_275,1,201,202,30
level_276,1,201,202,36
level_277,1,201,202,22
level_278,1,201,202,20
level_279,1,201,202,41
level_280,0,140,202,39
level_281,0,161,202,20
level_282,1,201,202,36
level_283,1,201,202,29
level_284,1,201,202,38
level_285,1,201,202,44
level_286,1,201,202,32
level_287,1,201,202,30
level_288,1,201,202,37
level_289,0,135,202,30
level_290,1,201,202,38
level_291,1,201,202,25
level_292,1,201,202,42
level_293,1,201,202,20
level_294,0,121,202,29
level_295,0,197,202,41
level_296,1,201,202,39
level_297,0,127,202,44
level_298,1,201,202,42
level_299,1,201,202,30
level_300,1,201,202,30
level_301,1,201,202,24
level_302,1,201,202,39
level_303,1,201,202,38
level_304,1,201,202,39
level_305,1,201,202,21
level_306,1,201,202,42
level_307,1,201,202,31
level_308,1,201,202,43
level_309,0,140,202,45
level_310,0,121,202,44
level_311,1,201,202,38
level_312,1,201,202,21
level_313,1,201,202,21
level_314,1,201,202,31
level_315,0,153,202,35
level_316,1,201,202,28
level_317,1,201,202,41
level_318,0,143,202,28
level_319,1,201,202,22
level_320,1,201,202,38
level_321,1,201,202,26
level_322,0,156,202,27
level_323,1,201,202,42
level_324,1,201,202,24
level_325,1,201,202,36
level_326,1,201,202,27
level_327,1,201,202,23
level_328,0,135,202,42
level_329,0,142,202,38
level_330,1,201,202,23
level_331,1,201,202,34
level_332,0,127,202,36
level_333,0,167,202,30
level_334,1,201,202,29
level_335,1,201,202,21
level_336,0,162,202,20
level_337,0,182,202,23
level_338,0,160,202,31
level_339,1,201,202,40
level_340,1,201,202,26
level_341,1,201,202,37
level_342,1,201,202,25
level_343,1,201,202,33
level_344,1,201,202,40
level_345,1,201,202,23
level_346,1,201,202,34
level_347,1,201,202,26
level_348,1,201,202,33
level_349,1,201,202,44
level_350,1,201,202,36
level_351,1,201,202,36
level_352,1,201,202,40
level_353,1,201,202,29
level_354,1,201,202,31
level_355,1,201,202,29
level_356,1,201,202,40
level_357,1,201,202,29
level_358,1,201,202,24
level_359,1,201,202,34
level_360,1,201,202,23
level_361,1,201,202,42
level_362,1,201,202,44
level_363,1,201,202,29
level_364,1,201,202,38
level_365,1,201,202,22
level_366,1,201,202,42
level_367,1,201,202,26
level_368,1,201,202,30
level_369,1,201,202,39
level_370,1,201,202,44
level_371,1,201,202,24
level_372,1,201,202,45
level_373,1,201,202,30
level_374,1,201,202,41
level_375,0,197,202,28
level_376,1,201,202,32
level_377,1,201,202,23
level_378,1,201,202,41
level_379,1,201,202,38
level_380,0,195,202,40
level_381,1,201,202,38
level_382,1,201,202,28
level_383,1,201,202,33
level_384,1,201,202,27
level_385,1,201,202,30
level_386,1,201,202,23
level_387,0,198,202,45
level_388,0,160,202,42
level_389,1,201,202,32
level_390,1,201,202,40
level_391,1,201,202,30
level_392,0,130,202,45
level_393,1,201,202,43
level_394,1,201,202,40
level_395,1,201,202,25
level_396,1,201,202,38
level_397,1,201,202,21
level_398,0,105,202,32
level_399,0,187,202,21
level_400,1,201,202,42
level_401,1,201,202,35
level_402,0,116,202,30
level_403,1,201,202,20
level_404,0,183,202,23
level_405,0,176,202,23
level_406,1,201,202,43
level_407,0,161,202,37
level_408,1,201,202,33
level_409,0,103,202,41
level_410,0,115,202,39
level_411,1,201,202,36
level_412,1,201,202,20
level_413,1,201,202,32
level_414,1,201,202,32
level_415,1,201,202,31
level_416,0,121,202,42
level_417,1,201,202,30
level_418,1,201,202,36
level_419,1,201,202,31
level_420,1,201,202,31
level_421,1,201,202,21
level_422,1,201,202,41
level_423,1,201,202,32
level_424,1,201,202,39
level_425,0,141,202,33
level_426,1,201,202,33
level_427,0,185,202,43
level_428,1,201,202,33
level_429,0,117,202,24
level_430,0,150,202,36
level_431,0,138,202,39
level_432,1,201,202,39
level_433,0,194,202,29
level_434,1,201,202,30
level_435,1,201,202,20
level_436,1,201,202,32
level_437,0,170,202,40
level_438,1,201,202,41
level_439,1,201,202,40
level_440,1,201,202,37
level_441,0,140,202,40
level_442,1,201,202,20
level_443,1,201,202,40
level_444,1,201,202,44
level_445,1,201,202,36
level_446,1,201,202,38
level_447,0,181,202,21
level_448,1,201,202,31
level_449,0,141,202,41
level_450,1,201,202,30
level_451,1,201,202,44
level_452,1,201,202,32
level_453,1,201,202,41
level_454,1,201,202,20
level_455,0,155,202,33
level_456,1,201,202,42
level_457,1,201,202,43
level_458,0,194,202,39
level_459,1,201,202,38
level_460,0,168,202,24
level_461,1,201,202,24
level_462,1,201,202,28
level_463,1,201,202,38
level_464,1,201,202,38
level_465,1,201,202,29
level_466,1,201,202,25
level_467,1,201,202,30
level_468,1,201,202,29
level_469,1,201,202,35
level_470,1,201,202,43
level_471,1,201,202,20
level_472,1,201,202,31
level_473,1,201,202,27
level_474,1,201,202,41
level_475,1,201,202,22
level_476,1,201,202,39
level_477,1,201,202,44
level_478,0,117,202,24
level_479,1,201,202,41
level_480,1,201,202,31
level_481,1,201,202,36
level_482,1,201,202,34
level_483,1,201,202,30
level_484,0,168,202,43
level_485,1,201,202,33
level_486,1,201,202,37
level_487,1,201,202,39
level_488,1,201,202,41
level_489,1,201,202,26
level_490,1,201,202,22
level_491,1,201,202,31
level_492,1,201,202,32
level_493,1,201,202,28
level_494,1,201,202,24
level_495,1,201,202,23
level_496,1,201,202,39
level_497,1,201,202,40
level_498,1,201,202,34
level_499,1,201,202,39
level_500,1,201,202,36
level_501,1,201,202,21
level_502,1,201,202,29
level_503,1,201,202,20
level_504,0,100,202,35
level_505,1,201,202,27
level_506,1,201,202,41
level_507,0,101,202,25
level_508,0,196,202,42
level_509,1,201,202,34
level_510,1,201,202,20
level_511,1,201,202,35
level_512,1,201,202,30
level_513,1,201,202,39
level_514,1,201,202,24
level_515,1,201,202,29
level_516,1,201,202,32
level_517,1,201,202,36
level_518,1,201,202,31
level_519,1,201,202,26
level_520,1,201,202,34
level_521,1,201,202,30
level_522,1,201,202,33
level_523,0,184,202,29
level_524,1,201,202,35
level_525,1,201,202,26
level_526,0,124,202,33
level_527,0,158,202,37
level_528,1,201,202,30
level_529,1,201,202,22
level_530,1,201,202,28
level_531,0,156,202,36
level_532,1,201,202,37
level_533,1,201,202,33
level_534,1,201,202,23
level_535,0,108,202,32
level_536,1,201,202,27
level_537,1,201,202,30
level_538,1,201,202,24
level_539,1,201,202,42
level_540,1,201,202,35
level_541,1,201,202,44
level_542,1,201,202,44
level_543,0,144,202,43
level_544,1,201,202,39
level_545,0,175,202,30
level_546,1,201,202,39
level_547,1,201,202,41
level_548,1,201,202,27
level_549,1,201,202,20
level_550,1,201,202,32
level_551,1,201,202,45
level_552,1,201,202,42
level_553,1,201,202,33
level_554,1,201,202,21
level_555,0,191,202,32
level_556,0,152,202,28
level_557,1,201,202,28
level_558,1,201,202,39
level_559,0,110,202,33
level_560,1,201,202,24
level_561,1,201,202,28
level_562,1,201,202,45
level_563,1,201,202,22
level_564,0,195,202,28
level_565,1,201,202,36
level_566,1,201,202,39
level_567,0,107,202,45
level_568,0,185,202,26
level_569,1,201,202,41
level_570,1,201,202,24
level_571,1,201,202,21
level_572,1,201,202,24
level_573,1,201,202,26
level_574,0,144,202,38
level_575,1,201,202,37
level_576,0,159,202,31
level_577,1,201,202,25
level_578,1,201,202,31
level_579,1,201,202,22
level_580,1,201,202,25
level_581,1,201,202,22
level_582,0,197,202,45
level_583,1,201,202,26
level_584,1,201,202,38
level_585,1,201,202,22
level_586,0,137,202,39
level_587,1,201,202,29
level_588,1,201,202,29
level_589,1,201,202,31
level_590,0,164,202,23
level_591,1,201,202,31
level_592,1,201,202,22
level_593,0,186,202,45
level_594,1,201,202,32
level_595,0,165,202,31
level_596,1,201,202,38
level_597,1,201,202,28
level_598,1,201,202,20
level_599,1,201,202,20
level_600,0,114,202,33
level_601,1,201,202,27
level_602,1,201,202,20
level_603,1,201,202,30
level_604,1,201,202,33
level_605,1,201,202,35
level_606,1,201,202,34
level_607,1,201,202,26
level_608,1,201,202,28
level_609,1,201,202,30
level_610,1,201,202,23
level_611,0,142,202,34
level_612,1,201,202,26
level_613,1,201,202,40
level_614,0,193,202,24
level_615,1,201,202,32
level_616,1,201,202,36
level_617,1,201,202,44
level_618,1,201,202,41
level_619,1,201,202,39
level_620,1,201,202,22
level_621,1,201,202,40
level_622,1,201,202,31
level_623,1,201,202,41
level_624,1,201,202,33
level_625,1,201,202,28
level_626,0,151,202,33
level_627,1,201,202,21
level_628,0,140,202,36
level_629,0,156,202,29
level_630,1,201,202,28
level_631,0,179,202,31
level_632,1,201,202,31
level_633,1,201,202,45
level_634,1,201,202,39
level_635,1,201,202,41
level_636,1,201,202,23
level_637,1,201,202,32
level_638,1,201,202,31
level_639,1,201,202,35
level_640,0,197,202,45
level_641,1,201,202,21
level_642,1,201,202,38
level_643,1,201,202,35
level_644,0,163,202,29
level_645,1,201,202,26
level_646,1,201,202,30
level_647,1,201,202,40
level_648,0,200,202,36
level_649,1,201,202,33
level_650,1,201,202,33
level_651,1,201,202,44
level_652,1,201,202,35
level_653,1,201,202,32
level_654,0,179,202,33
level_655,1,201,202,30
level_656,1,201,202,22
level_657,1,201,202,23
level_658,1,201,202,43
level_659,1,201,202,37
level_660,0,100,202,41
level_661,1,201,202,26
level_662,1,201,202,38
level_663,1,201,202,42
level_664,1,201,202,41
level_665,1,201,202,23
level_666,0,147,202,40
level_667,1,201,202,30
level_668,0,128,202,28
level_669,1,201,202,34
level_670,0,176,202,33
level_671,1,201,202,34
level_672,1,201,202,29
level_673,1,201,202,38
level_674,1,201,202,27
level_675,0,182,202,28
level_676,1,201,202,34
level_677,1,201,202,26
level_678,1,201,202,43
level_679,1,201,202,28
level_680,1,201,202,35
level_681,0,177,202,22
level_682,1,201,202,25
level_683,1,201,202,24
level_684,0,194,202,36
level_685,1,201,202,34
level_686,1,201,202,26
level_687,0,184,202,29
level_688,0,107,202,41
level_689,1,201,202,40
level_690,1,201,202,45
level_691,1,201,202,45
level_692,1,201,202,26
level_693,1,201,202,35
level_694,1,201,202,27
level_695,1,201,202,41
level_696,1,201,202,45
level_697,1,201,202,34
level_698,1,201,202,40
level_699,1,201,202,31
level_700,1,201,202,37
level_701,0,146,202,38
level_702,1,201,202,34
level_703,1,201,202,40
level_704,1,201,202,41
level_705,1,201,202,29
level_706,1,201,202,34
level_707,1,201,202,35
level_708,0,105,202,30
level_709,1,201,202,28
level_710,0,193,202,31
level_711,1,201,202,42
level_712,1,201,202,44
level_713,1,201,202,31
level_714,0,172,202,42
level_715,1,201,202,25
level_716,1,201,202,21
level_717,0,195,202,35
level_718,1,201,202,41
level_719,0,124,202,28
level_720,1,201,202,22
level_721,1,201,202,36
level_722,1,201,202,31
level_723,1,201,202,36
level_724,1,201,202,40
level_725,1,201,202,38
level_726,1,201,202,38
level_727,1,201,202,33
level_728,0,104,202,44
level_729,1,201,202,40
level_730,1,201,202,34
level_731,1,201,202,24
level_732,1,201,202,30
level_733,1,201,202,40
level_734,1,201,202,25
level_735,1,201,202,43
level_736,1,201,202,20
level_737,1,201,202,44
level_738,1,201,202,44
level_739,1,201,202,27
level_740,1,201,202,36
level_741,1,201,202,34
level_742,1,201,202,38
level_743,0,175,202,43
level_744,1,201,202,33
level_745,1,201,202,32
level_746,1,201,202,43
level_747,1,201,202,41
level_748,1,201,202,29
level_749,1,201,202,43
level_750,1,201,202,31
level_751,1,201,202,24
level_752,1,201,202,35
level_753,1,201,202,21
level_754,0,119,202,26
level_755,1,201,202,26
level_756,1,201,202,28
level_757,1,201,202,30
level_758,1,201,202,44
level_759,1,201,202,29
level_760,1,201,202,38
level_761,1,201,202,30
level_762,1,201,202,45
level_763,0,157,202,43
level_764,1,201,202,33
level_765,1,201,202,20
level_766,1,201,202,44
level_767,0,105,202,36
level_768,1,201,202,25
level_769,1,201,202,31
level_770,1,201,202,26
level_771,0,118,202,28
level_772,0,173,202,33
level_773,0,107,202,29
level_774,1,201,202,31
level_775,0,134,202,39
level_776,1,201,202,40
level_777,1,201,202,38
level_778,1,201,202,34
level_779,0,152,202,36
level_780,0,157,202,37
level_781,1,201,202,29
level_782,1,201,202,41
level_783,1,201,202,39
level_784,1,201,202,35
level_785,1,201,202,42
level_786,1,201,202,38
level_787,1,201,202,30
level_788,1,201,202,28
level_789,1,201,202,29
level_790,1,201,202,32
level_791,1,201,202,28
level_792,0,169,202,36
level_793,1,201,202,22
level_794,0,119,202,25
level_795,1,201,202,42
level_796,1,201,202,45
level_797,1,201,202,25
level_798,1,201,202,44
level_799,1,201,202,27
level_800,1,201,202,42
level_801,1,201,202,20
level_802,1,201,202,21
level_803,1,201,202,38
level_804,1,201,202,43
level_805,1,201,202,24
level_806,0,150,202,45
level_807,1,201,202,43
level_808,0,183,202,27
level_809,1,201,202,24
level_810,0,125,202,34
level_811,1,201,202,39
level_812,0,168,202,37
level_813,1,201,202,38
level_814,1,201,202,43
level_815,1,201,202,41
level_816,1,201,202,21
level_817,0,113,202,21
level_818,1,201,202,45
level_819,0,177,202,36
level_820,1,201,202,42
level_821,1,201,202,29
level_822,0,187,202,23
level_823,1,201,202,28
level_824,1,201,202,41
level_825,1,201,202,25
level_826,1,201,202,29
level_827,1,201,202,38
level_828,0,140,202,33
level_829,1,201,202,28
level_830,1,201,202,33
level_831,1,201,202,26
level_832,1,201,202,25
level_833,1,201,202,22
level_834,1,201,202,28
level_835,0,112,202,32
level_836,1,201,202,26
level_837,1,201,202,37
level_838,1,201,202,23
level_839,0,102,202,45
level_840,1,201,202,37
level_841,1,201,202,20
level_842,1,201,202,25
level_843,1,201,202,42
level_844,1,201,202,34
level_845,1,201,202,30
level_846,1,201,202,40
level_847,0,119,202,43
level_848,1,201,202,29
level_849,1,201,202,34
level_850,1,201,202,22
level_851,0,104,202,40
level_852,1,201,202,45
level_853,0,143,202,32
level_854,1,201,202,22
level_855,0,130,202,23
level_856,1,201,202,39
level_857,1,201,202,25
level_858,0,167,202,45
level_859,1,201,202,45
level_860,1,201,202,43
level_861,1,201,202,30
level_862,1,201,202,22
level_863,0,147,202,39
level_864,0,155,202,26
level_865,0,149,202,41
level_866,1,201,202,39
level_867,1,201,202,20
level_868,1,201,202,44
level_869,1,201,202,35
level_870,1,201,202,24
level_871,1,201,202,36
level_872,1,201,202,30
level_873,1,201,202,37
level_874,1,201,202,32
level_875,1,201,202,31
level_876,1,201,202,24
level_877,0,114,202,23
level_878,0,148,202,20
level_879,1,201,202,35
level_880,1,201,202,40
level_881,1,201,202,31
level_882,1,201,202,33
level_883,1,201,202,40
level_884,1,201,202,30
level_885,1,201,202,27
level_886,1,201,202,40
level_887,1,201,202,40
level_888,1,201,202,42
level_889,0,156,202,29
level_890,0,125,202,27
level_891,1,201,202,40
level_892,1,201,202,28
level_893,1,201,202,23
level_894,1,201,202,33
level_895,1,201,202,24
level_896,1,201,202,42
level_897,1,201,202,43
level_898,1,201,202,28
level_899,1,201,202,41
level_900,1,201,202,27
level_901,1,201,202,21
level_902,1,201,202,45
level_903,1,201,202,28
level_904,1,201,202,39
level_905,1,201,202,25
level_906,1,201,202,22
level_907,0,198,202,43
level_908,0,191,202,34
level_909,1,201,202,40
level_910,1,201,202,28
level_911,0,185,202,28
level_912,1,201,202,27
level_913,1,201,202,45
level_914,1,201,202,24
level_915,1,201,202,21
level_916,1,201,202,33
level_917,1,201,202,42
level_918,1,201,202,41
level_919,1,201,202,25
level_920,0,196,202,45
level_921,1,201,202,38
level_922,1,201,202,24
level_923,1,201,202,38
level_924,1,201,202,32
level_925,0,161,202,24
level_926,1,201,202,20
level_927,0,162,202,43
level_928,1,201,202,39
level_929,1,201,202,26
level_930,1,201,202,34
level_931,1,201,202,34
level_932,1,201,202,30
level_933,1,201,202,35
level_934,1,201,202,40
level_935,1,201,202,45
level_936,1,201,202,24
level_937,1,201,202,38
level_938,1,201,202,35
level_939,1,201,202,44
level_940,1,201,202,38
level_941,1,201,202,38
level_942,0,153,202,37
level_943,1,201,202,34
level_944,0,116,202,42
level_945,1,201,202,34
level_946,1,201,202,24
level_947,1,201,202,45
level_948,1,201,202,42
level_949,1,201,202,32
level_950,1,201,202,45
level_951,1,201,202,27
level_952,1,201,202,20
level_953,1,201,202,40
level_954,1,201,202,32
level_955,0,186,202,28
level_956,1,201,202,34
level_957,0,119,202,34
level_958,1,201,202,31
level_959,1,201,202,45
level_960,1,201,202,41
level_961,1,201,202,21
level_962,0,124,202,27
level_963,1,201,202,38
level_964,1,201,202,23
level_965,1,201,202,26
level_966,1,201,202,30
level_967,1,201,202,21
level_968,1,201,202,35
level_969,1,201,202,24
level_970,0,151,202,21
level_971,1,201,202,31
level_972,1,201,202,30
level_973,0,159,202,33
level_974,1,201,202,43
level_975,1,201,202,27
level_976,1,201,202,31
level_977,1,201,202,40
level_978,0,110,202,25
level_979,1,201,202,28
level_980,1,201,202,37
level_981,1,201,202,32
level_982,0,170,202,36
level_983,1,201,202,22
level_984,1,201,202,31
level_985,1,201,202,21
level_986,0,187,202,40
level_987,1,201,202,43
level_988,0,147,202,34
level_989,1,201,202,32
level_990,1,201,202,35
level_991,1,201,202,25
level_992,1,201,202,43
level_993,1,201,202,21
level_994,1,201,202,32
level_995,1,201,202,30
level_996,1,201,202,38
level_997,1,201,202,42
level_998,0,168,202,26
level_999,0,125,202,20
level_1000,1,201,202,37
