name,result,reached,length,time
level_303,1,201,202,29
level_304,0,183,202,36
level_305,1,201,202,26
level_306,1,201,202,26
level_307,0,165,202,25
level_308,1,201,202,38
level_309,1,201,202,38
level_310,0,146,202,40
level_311,1,201,202,41
level_312,1,201,202,25
level_313,1,201,202,35
level_314,1,201,202,43
level_315,1,201,202,40
level_316,0,101,202,23
level_317,1,201,202,35
level_318,1,201,202,26
level_319,1,201,202,27
level_320,1,201,202,41
level_321,1,201,202,20
level_322,1,201,202,22
level_323,1,201,202,43
level_324,1,201,202,22
level_325,1,201,202,22
level_326,1,201,202,41
level_327,0,154,202,33
level_328,1,201,202,41
level_329,1,201,202,42
level_330,1,201,202,31
level_331,1,201,202,32
level_332,1,201,202,26
level_333,1,201,202,36
level_334,1,201,202,27
level_335,0,182,202,38
level_336,1,201,202,37
level_337,1,201,202,39
level_338,0,159,202,38
level_339,1,201,202,33
level_340,1,201,202,32
level_341,1,201,202,40
level_342,1,201,202,30
level_343,1,201,202,42
level_344,1,201,202,30
level_345,1,201,202,36
level_346,0,195,202,43
level_347,1,201,202,26
level_348,1,201,202,24
level_349,1,201,202,32
level_350,1,201,202,23
level_351,1,201,202,36
level_352,1,201,202,27
level_353,1,201,202,23
level_354,1,201,202,38
level_355,1,201,202,40
level_356,1,201,202,42
level_357,1,201,202,29
level_358,1,201,202,22
level_359,1,201,202,22
level_360,1,201,202,20
level_361,1,201,202,29
level_362,1,201,202,25
level_363,1,201,202,36
level_364,1,201,202,45
level_365,1,201,202,29
level_366,1,201,202,25
level_367,1,201,202,27
level_368,1,201,202,22
level_369,1,201,202,21
level_370,1,201,202,40
level_371,1,201,202,40
level_372,1,201,202,34
level_373,1,201,202,25
level_374,0,162,202,29
level_375,1,201,202,28
level_376,1,201,202,33
level_377,0,141,202,43
level_378,1,201,202,43
level_379,1,201,202,38
level_380,1,201,202,40
level_381,1,201,202,25
level_382,1,201,202,36
level_383,0,193,202,31
level_384,1,201,202,35
level_385,1,201,202,30
level_386,1,201,202,26
level_387,1,201,202,41
level_388,1,201,202,37
level_389,1,201,202,33
level_390,0,142,202,21
level_391,1,201,202,24
level_392,1,201,202,20
level_393,1,201,202,33
level_394,1,201,202,38
level_395,0,151,202,35
level_396,1,201,202,29
level_397,1,201,202,43
level_398,1,201,202,20
level_399,0,143,202,38
level_400,1,201,202,20
level_401,0,143,202,31
level_402,1,201,202,39
level_403,1,201,202,44
level_404,1,201,202,21
level_405,1,201,202,37
level_406,1,201,202,25
level_407,1,201,202,43
level_408,1,201,202,31
level_409,0,149,202,26
level_410,0,136,202,34
level_411,1,201,202,42
level_412,1,201,202,28
level_413,1,201,202,32
level_414,1,201,202,35
level_415,1,201,202,40
level_416,0,164,202,44
level_417,1,201,202,41
level_418,1,201,202,20
level_419,1,201,202,28
level_420,1,201,202,26
level_421,1,201,202,30
level_422,0,156,202,33
level_423,0,115,202,25
level_424,1,201,202,28
level_425,0,135,202,26
level_426,1,201,202,33
level_427,1,201,202,27
level_428,1,201,202,26
level_429,1,201,202,24
level_430,0,187,202,39
level_431,1,201,202,31
level_432,0,123,202,23
level_433,1,201,202,34
level_434,1,201,202,26
level_435,1,201,202,38
level_436,1,201,202,42
level_437,0,167,202,40
level_438,1,201,202,29
level_439,1,201,202,29
level_440,0,176,202,27
level_441,1,201,202,23
level_442,1,201,202,40
level_443,1,201,202,34
level_444,1,201,202,33
level_445,1,201,202,23
level_446,1,201,202,36
level_447,1,201,202,38
level_448,0,145,202,29
level_449,1,201,202,40
level_450,1,201,202,32
level_451,1,201,202,32
level_452,0,116,202,45
level_453,1,201,202,42
level_454,1,201,202,28
level_455,1,201,202,28
level_456,1,201,202,45
level_457,0,151,202,29
level_458,1,201,202,28
level_459,1,201,202,33
level_460,0,118,202,36
level_461,1,201,202,33
level_462,1,201,202,26
level_463,1,201,202,20
level_464,0,142,202,25
level_465,1,201,202,27
level_466,1,201,202,34
level_467,1,201,202,42
level_468,1,201,202,37
level_469,1,201,202,35
level_470,0,173,202,34
level_471,0,169,202,25
level_472,0,196,202,40
level_473,1,201,202,21
level_474,1,201,202,32
level_475,1,201,202,39
level_476,1,201,202,37
level_477,1,201,202,28
level_478,1,201,202,36
level_479,1,201,202,20
level_480,1,201,202,20
level_481,1,201,202,37
level_482,1,201,202,40
level_483,1,201,202,31
level_484,1,201,202,28
level_485,1,201,202,43
level_486,1,201,202,25
level_487,1,201,202,26
level_488,1,201,202,37
level_489,1,201,202,24
level_490,1,201,202,26
level_491,1,201,202,24
level_492,1,201,202,41
level_493,1,201,202,24
level_494,1,201,202,35
level_495,1,201,202,42
level_496,1,201,202,43
level_497,1,201,202,28
level_498,1,201,202,42
level_499,1,201,202,32
level_500,1,201,202,24
level_501,0,107,202,25
level_502,1,201,202,35
level_503,1,201,202,42
level_504,0,142,202,37
level_505,1,201,202,38
level_506,1,201,202,39
level_507,0,102,202,22
level_508,1,201,202,25
level_509,1,201,202,37
level_510,0,117,202,30
level_511,1,201,202,37
level_512,0,119,202,41
level_513,1,201,202,29
level_514,0,159,202,34
level_515,1,201,202,40
level_516,1,201,202,34
level_517,1,201,202,25
level_518,1,201,202,32
level_519,1,201,202,43
level_520,1,201,202,36
level_521,1,201,202,28
level_522,1,201,202,40
level_523,1,201,202,35
level_524,0,173,202,41
level_525,1,201,202,31
level_526,1,201,202,24
level_527,1,201,202,41
level_528,1,201,202,23
level_529,1,201,202,35
level_530,0,148,202,41
level_531,1,201,202,32
level_532,1,201,202,27
level_533,1,201,202,25
level_534,1,201,202,26
level_535,1,201,202,25
level_536,1,201,202,25
level_537,1,201,202,42
level_538,1,201,202,26
level_539,1,201,202,23
level_540,1,201,202,23
level_541,1,201,202,41
level_542,0,161,202,20
level_543,1,201,202,27
level_544,1,201,202,21
level_545,1,201,202,30
level_546,0,117,202,26
level_547,1,201,202,34
level_548,1,201,202,45
level_549,1,201,202,23
level_550,1,201,202,34
level_551,1,201,202,21
level_552,1,201,202,20
level_553,0,151,202,35
level_554,1,201,202,34
level_555,1,201,202,35
level_556,1,201,202,43
level_557,1,201,202,37
level_558,1,201,202,24
level_559,1,201,202,44
level_560,1,201,202,32
level_561,1,201,202,38
level_562,1,201,202,25
level_563,1,201,202,28
level_564,1,201,202,39
level_565,0,138,202,25
level_566,1,201,202,40
level_567,1,201,202,20
level_568,0,199,202,33
level_569,1,201,202,26
level_570,1,201,202,45
level_571,0,161,202,32
level_572,0,163,202,28
level_573,1,201,202,22
level_574,1,201,202,33
level_575,0,170,202,24
level_576,1,201,202,25
level_577,1,201,202,44
level_578,1,201,202,44
level_579,1,201,202,42
level_580,1,201,202,41
level_581,1,201,202,43
level_582,1,201,202,45
level_583,0,109,202,36
level_584,1,201,202,44
level_585,1,201,202,22
level_586,1,201,202,20
level_587,0,153,202,43
level_588,0,121,202,42
level_589,1,201,202,44
level_590,0,147,202,25
level_591,0,154,202,22
level_592,1,201,202,36
level_593,0,195,202,25
level_594,1,201,202,20
level_595,1,201,202,23
level_596,0,158,202,29
level_597,1,201,202,42
level_598,1,201,202,44
level_599,1,201,202,24
level_600,1,201,202,42
level_601,1,201,202,27
level_602,1,201,202,44
level_603,1,201,202,34
level_604,1,201,202,27
level_605,1,201,202,32
level_606,1,201,202,29
level_607,1,201,202,43
level_608,1,201,202,40
level_609,1,201,202,25
level_610,1,201,202,28
level_611,1,201,202,20
level_612,1,201,202,35
level_613,1,201,202,42
level_614,1,201,202,24
level_615,0,152,202,26
level_616,1,201,202,39
level_617,1,201,202,45
level_618,0,103,202,42
level_619,1,201,202,26
level_620,1,201,202,26
level_621,1,201,202,21
level_622,1,201,202,27
level_623,1,201,202,23
level_624,1,201,202,37
level_625,1,201,202,36
level_626,1,201,202,20
level_627,1,201,202,39
level_628,1,201,202,24
level_629,0,183,202,33
level_630,1,201,202,22
level_631,0,198,202,38
level_632,1,201,202,23
level_633,1,201,202,44
level_634,1,201,202,37
level_635,1,201,202,43
level_636,0,195,202,29
level_637,1,201,202,24
level_638,0,147,202,42
level_639,1,201,202,31
level_640,1,201,202,38
level_641,1,201,202,43
level_642,0,190,202,29
level_643,1,201,202,20
level_644,0,194,202,25
level_645,1,201,202,34
level_646,1,201,202,27
level_647,1,201,202,32
level_648,1,201,202,39
level_649,1,201,202,38
level_650,1,201,202,41
level_651,1,201,202,20
level_652,1,201,202,22
level_653,1,201,202,37
level_654,1,201,202,27
level_655,1,201,202,23
level_656,1,201,202,39
level_657,1,201,202,44
level_658,1,201,202,39
level_659,1,201,202,32
level_660,1,201,202,28
level_661,0,141,202,41
level_662,1,201,202,30
level_663,1,201,202,39
level_664,0,139,202,27
level_665,1,201,202,35
level_666,1,201,202,21
level_667,1,201,202,20
level_668,1,201,202,38
level_669,0,159,202,23
level_670,1,201,202,32
level_671,1,201,202,27
level_672,0,101,202,42
level_673,1,201,202,35
level_674,1,201,202,24
level_675,0,110,202,39
level_676,1,201,202,20
level_677,1,201,202,26
level_678,1,201,202,44
level_679,1,201,202,40
level_680,1,201,202,40
level_681,1,201,202,26
level_682,0,181,202,35
level_683,0,105,202,40
level_684,1,201,202,31
level_685,1,201,202,34
level_686,1,201,202,45
level_687,1,201,202,39
level_688,1,201,202,34
level_689,1,201,202,27
level_690,1,201,202,21
level_691,0,181,202,29
level_692,1,201,202,33
level_693,1,201,202,34
level_694,1,201,202,34
level_695,1,201,202,23
level_696,1,201,202,27
level_697,1,201,202,30
level_698,0,113,202,33
level_699,0,199,202,21
level_700,0,192,202,28
level_701,1,201,202,35
level_702,1,201,202,20
level_703,1,201,202,22
level_704,1,201,202,32
level_705,1,201,202,43
level_706,1,201,202,41
level_707,1,201,202,39
level_708,1,201,202,23
level_709,1,201,202,39
level_710,0,105,202,28
level_711,1,201,202,39
level_712,1,201,202,25
level_713,1,201,202,20
level_714,1,201,202,38
level_715,0,137,202,40
level_716,1,201,202,31
level_717,1,201,202,31
level_718,1,201,202,20
level_719,0,157,202,28
level_720,1,201,202,31
level_721,0,135,202,37
level_722,0,147,202,20
level_723,1,201,202,43
level_724,1,201,202,26
level_725,1,201,202,36
level_726,1,201,202,32
level_727,1,201,202,33
level_728,1,201,202,40
level_729,1,201,202,36
level_730,1,201,202,21
level_731,1,201,202,21
level_732,1,201,202,34
level_733,1,201,202,33
level_734,1,201,202,29
level_735,0,110,202,28
level_736,1,201,202,24
level_737,1,201,202,32
level_738,1,201,202,38
level_739,1,201,202,21
level_740,1,201,202,41
level_741,1,201,202,26
level_742,1,201,202,40
level_743,1,201,202,26
level_744,0,149,202,45
level_745,1,201,202,36
level_746,1,201,202,33
level_747,1,201,202,35
level_748,1,201,202,36
level_749,1,201,202,45
level_750,1,201,202,34
level_751,1,201,202,30
level_752,1,201,202,28
level_753,1,201,202,27
level_754,1,201,202,43
level_755,1,201,202,26
level_756,0,133,202,25
level_757,0,184,202,43
level_758,1,201,202,20
level_759,1,201,202,25
level_760,1,201,202,42
level_761,0,160,202,23
level_762,1,201,202,38
level_763,1,201,202,31
level_764,0,114,202,20
level_765,1,201,202,29
level_766,1,201,202,30
level_767,1,201,202,30
level_768,1,201,202,38
level_769,0,158,202,36
level_770,0,125,202,42
level_771,1,201,202,21
level_772,1,201,202,26
level_773,0,149,202,45
level_774,1,201,202,23
level_775,1,201,202,36
level_776,1,201,202,21
level_777,0,157,202,35
level_778,1,201,202,20
level_779,1,201,202,23
level_780,1,201,202,41
level_781,1,201,202,42
level_782,1,201,202,21
level_783,1,201,202,24
level_784,1,201,202,43
level_785,1,201,202,44
level_786,1,201,202,34
level_787,1,201,202,36
level_788,0,160,202,20
level_789,1,201,202,43
level_790,1,201,202,38
level_791,0,185,202,31
level_792,1,201,202,44
level_793,0,122,202,24
level_794,1,201,202,39
level_795,1,201,202,36
level_796,0,142,202,45
level_797,1,201,202,32
level_798,1,201,202,29
level_799,1,201,202,31
level_800,1,201,202,33
level_801,0,183,202,44
level_802,1,201,202,24
level_803,1,201,202,26
level_804,1,201,202,44
level_805,0,166,202,43
level_806,1,201,202,42
level_807,1,201,202,37
level_808,1,201,202,26
level_809,1,201,202,45
level_810,1,201,202,28
level_811,1,201,202,21
level_812,1,201,202,20
level_813,0,107,202,20
level_814,0,187,202,37
level_815,1,201,202,31
level_816,1,201,202,36
level_817,0,175,202,28
level_818,1,201,202,20
level_819,1,201,202,34
level_820,0,100,202,29
level_821,0,115,202,33
level_822,1,201,202,33
level_823,1,201,202,31
level_824,1,201,202,40
level_825,1,201,202,28
level_826,1,201,202,28
level_827,1,201,202,38
level_828,1,201,202,23
level_829,1,201,202,21
level_830,1,201,202,35
level_831,0,164,202,20
level_832,1,201,202,27
level_833,1,201,202,21
level_834,1,201,202,23
level_835,1,201,202,25
level_836,1,201,202,27
level_837,1,201,202,41
level_838,1,201,202,35
level_839,1,201,202,32
level_840,1,201,202,25
level_841,1,201,202,28
level_842,1,201,202,44
level_843,1,201,202,44
level_844,1,201,202,22
level_845,1,201,202,42
level_846,1,201,202,30
level_847,1,201,202,20
level_848,1,201,202,20
level_849,1,201,202,38
level_850,0,140,202,33
level_851,1,201,202,22
level_852,1,201,202,20
level_853,1,201,202,26
level_854,1,201,202,20
level_855,1,201,202,41
level_856,1,201,202,43
level_857,1,201,202,20
level_858,1,201,202,42
level_859,1,201,202,37
level_860,0,152,202,28
level_861,1,201,202,38
level_862,1,201,202,22
level_863,1,201,202,39
level_864,0,173,202,21
level_865,0,191,202,27
level_866,1,201,202,29
level_867,0,179,202,24
level_868,1,201,202,37
level_869,1,201,202,40
level_870,1,201,202,38
level_871,1,201,202,45
level_872,1,201,202,45
level_873,0,132,202,35
level_874,1,201,202,30
level_875,1,201,202,21
level_876,1,201,202,43
level_877,0,179,202,24
level_878,1,201,202,33
level_879,1,201,202,34
level_880,1,201,202,20
level_881,1,201,202,21
level_882,1,201,202,33
level_883,1,201,202,25
level_884,1,201,202,42
level_885,1,201,202,34
level_886,1,201,202,23
level_887,1,201,202,25
level_888,0,138,202,27
level_889,1,201,202,37
level_890,1,201,202,34
level_891,0,167,202,42
level_892,1,201,202,36
level_893,1,201,202,31
level_894,1,201,202,32
level_895,1,201,202,39
level_896,1,201,202,43
level_897,1,201,202,28
level_898,1,201,202,23
level_899,1,201,202,22
level_900,1,201,202,42
level_901,1,201,202,39
level_902,0,110,202,27
level_903,1,201,202,33
level_904,1,201,202,43
level_905,1,201,202,36
level_906,1,201,202,41
level_907,0,124,202,33
level_908,1,201,202,44
level_909,0,194,202,20
level_910,1,201,202,34
level_911,0,120,202,23
level_912,1,201,202,44
level_913,0,177,202,45
level_914,1,201,202,24
level_915,1,201,202,31
level_916,0,114,202,32
level_917,1,201,202,21
level_918,1,201,202,21
level_919,1,201,202,21
level_920,1,201,202,40
level_921,0,195,202,24
level_922,1,201,202,24
level_923,1,201,202,41
level_924,1,201,202,35
level_925,1,201,202,29
level_926,1,201,202,30
level_927,0,152,202,44
level_928,0,148,202,43
level_929,0,140,202,21
level_930,1,201,202,38
level_931,1,201,202,28
level_932,1,201,202,28
level_933,0,162,202,36
level_934,0,147,202,22
level_935,1,201,202,30
level_936,1,201,202,44
level_937,0,129,202,44
level_938,1,201,202,21
level_939,0,188,202,20
level_940,1,201,202,27
level_941,1,201,202,34
level_942,1,201,202,39
level_943,1,201,202,43
level_944,1,201,202,40
level_945,1,201,202,43
level_946,1,201,202,40
level_947,0,165,202,29
level_948,1,201,202,22
level_949,1,201,202,25
level_950,1,201,202,31
level_951,1,201,202,29
level_952,0,127,202,21
level_953,1,201,202,33
level_954,0,173,202,45
level_955,1,201,202,31
level_956,1,201,202,25
level_957,0,133,202,33
level_958,1,201,202,37
level_959,1,201,202,40
level_960,1,201,202,38
level_961,0,156,202,41
level_962,1,201,202,28
level_963,1,201,202,37
level_964,0,167,202,30
level_965,1,201,202,38
level_966,0,117,202,29
level_967,0,115,202,25
level_968,1,201,202,26
level_969,0,176,202,23
level_970,1,201,202,44
level_971,1,201,202,40
level_972,1,201,202,30
level_973,1,201,202,40
level_974,0,162,202,24
level_975,1,201,202,25
level_976,1,201,202,25
level_977,1,201,202,45
level_978,0,120,202,22
level_979,0,194,202,37
level_980,1,201,202,24
level_981,1,201,202,44
level_982,1,201,202,43
level_983,1,201,202,39
level_984,1,201,202,43
level_985,0,152,202,24
level_986,0,199,202,35
level_987,1,201,202,23
level_988,1,201,202,33
level_989,1,201,202,30
level_990,1,201,202,41
level_991,0,175,202,43
level_992,1,201,202,21
level_993,1,201,202,37
level_994,1,201,202,45
level_995,1,201,202,27
level_996,0,167,202,28
level_997,1,201,202,37
level_998,0,168,202,38
level_999,0,199,202,23
level_1000,1,201,202,42
