name,result,reached,length,time
level_112,1,201,202,20
level_113,1,201,202,23
level_114,0,143,202,21
level_115,1,201,202,35
level_116,1,201,202,43
level_117,1,201,202,36
level_118,0,118,202,24
level_119,1,201,202,24
level_120,1,201,202,24
level_121,1,201,202,32
level_122,1,201,202,32
level_123,1,201,202,45
level_124,1,201,202,33
level_125,1,201,202,39
level_126,1,201,202,28
level_127,1,201,202,24
level_128,0,175,202,25
level_129,1,201,202,28
level_130,0,199,202,39
level_131,1,201,202,20
level_132,1,201,202,44
level_133,1,201,202,22
level_134,1,201,202,29
level_135,0,101,202,39
level_136,0,167,202,21
level_137,1,201,202,42
level_138,1,201,202,45
level_139,1,201,202,20
level_140,0,189,202,23
level_141,0,186,202,25
level_142,1,201,202,40
level_143,0,107,202,43
level_144,1,201,202,43
level_145,1,201,202,21
level_146,1,201,202,30
level_147,0,152,202,33
level_148,1,201,202,25
level_149,1,201,202,33
level_150,1,201,202,29
level_151,1,201,202,38
level_152,0,132,202,25
level_153,1,201,202,39
level_154,1,201,202,21
level_155,1,201,202,45
level_156,1,201,202,20
level_157,1,201,202,31
level_158,0,192,202,37
level_159,0,166,202,22
level_160,1,201,202,27
level_161,1,201,202,40
level_162,0,148,202,20
level_163,1,201,202,34
level_164,1,201,202,44
level_165,1,201,202,45
level_166,1,201,202,40
level_167,1,201,202,31
level_168,1,201,202,28
level_169,1,201,202,33
level_170,1,201,202,24
level_171,1,201,202,38
level_172,0,131,202,35
level_173,1,201,202,32
level_174,0,176,202,25
level_175,1,201,202,22
level_176,1,201,202,37
level_177,1,201,202,22
level_178,1,201,202,28
level_179,1,201,202,35
level_180,1,201,202,27
level_181,0,117,202,35
level_182,0,160,202,31
level_183,0,159,202,27
level_184,1,201,202,26
level_185,1,201,202,44
level_186,0,199,202,43
level_187,1,201,202,20
level_188,0,101,202,40
level_189,1,201,202,31
level_190,1,201,202,40
level_191,1,201,202,24
level_192,1,201,202,36
level_193,1,201,202,26
level_194,1,201,202,31
level_195,1,201,202,44
level_196,1,201,202,45
level_197,1,201,202,42
level_198,1,201,202,29
level_199,1,201,202,23
level_200,1,201,202,23
level_201,1,201,202,45
level_202,0,199,202,35
level_203,1,201,202,31
level_204,1,201,202,40
level_205,1,201,202,43
level_206,1,201,202,38
level_207,1,201,202,28
level_208,1,201,202,37
level_209,1,201,202,32
level_210,1,201,202,29
level_211,1,201,202,21
level_212,1,201,202,34
level_213,1,201,202,29
level_214,1,201,202,20
level_215,1,201,202,24
level_216,1,201,202,35
level_217,1,201,202,34
level_218,1,201,202,41
level_219,1,201,202,22
level_220,1,201,202,40
level_221,0,161,202,38
level_222,1,201,202,32
level_223,1,201,202,24
level_224,0,156,202,30
level_225,1,201,202,41
level_226,1,201,202,33
level_227,1,201,202,43
level_228,0,151,202,25
level_229,1,201,202,25
level_230,1,201,202,37
level_231,1,201,202,36
level_232,1,201,202,28
level_233,1,201,202,36
level_234,1,201,202,32
level_235,0,134,202,26
level_236,1,201,202,31
level_237,1,201,202,44
level_238,1,201,202,41
level_239,1,201,202,27
level_240,1,201,202,40
level_241,1,201,202,42
level_242,1,201,202,45
level_243,1,201,202,29
level_244,1,201,202,30
level_245,1,201,202,28
level_246,1,201,202,20
level_247,0,183,202,29
level_248,1,201,202,39
level_249,1,201,202,23
level_250,1,201,202,25
level_251,1,201,202,34
level_252,0,188,202,35
level_253,1,201,202,38
level_254,1,201,202,28
level_255,0,180,202,38
level_256,1,201,202,24
level_257,1,201,202,44
level_258,1,201,202,29
level_259,1,201,202,41
level_260,0,114,202,31
level_261,1,201,202,31
level_262,1,201,202,22
level_263,1,201,202,23
level_264,1,201,202,39
level_265,1,201,202,31
level_266,0,136,202,40
level_267,0,178,202,40
level_268,1,201,202,20
level_269,1,201,202,21
level_270,0,156,202,24
level_271,1,201,202,29
level_272,1,201,202,28
level_273,0,109,202,32
level_274,0,123,202,42
level_275,1,201,202,33
level_276,1,201,202,41
level_277,1,201,202,26
level_278,1,201,202,29
level_279,1,201,202,31
level_280,0,113,202,33
level_281,1,201,202,21
level_282,1,201,202,28
level_283,0,170,202,27
level_284,1,201,202,35
level_285,1,201,202,39
level_286,1,201,202,27
level_287,1,201,202,26
level_288,1,201,202,33
level_289,1,201,202,34
level_290,1,201,202,39
level_291,1,201,202,43
level_292,0,158,202,33
level_293,0,124,202,40
level_294,0,142,202,42
level_295,1,201,202,40
level_296,1,201,202,21
level_297,0,184,202,23
level_298,1,201,202,31
level_299,1,201,202,30
level_300,1,201,202,35
level_301,0,177,202,44
level_302,1,201,202,27
level_303,1,201,202,43
level_304,1,201,202,31
level_305,1,201,202,40
level_306,1,201,202,21
level_307,1,201,202,38
level_308,1,201,202,29
level_309,0,192,202,40
level_310,1,201,202,34
level_311,1,201,202,39
level_312,0,124,202,24
level_313,1,201,202,42
level_314,1,201,202,38
level_315,1,201,202,45
level_316,1,201,202,45
level_317,1,201,202,42
level_318,0,121,202,23
level_319,0,156,202,42
level_320,0,196,202,27
level_321,1,201,202,20
level_322,1,201,202,38
level_323,1,201,202,28
level_324,0,152,202,42
level_325,1,201,202,31
level_326,1,201,202,31
level_327,0,164,202,25
level_328,1,201,202,35
level_329,1,201,202,20
level_330,1,201,202,37
level_331,0,109,202,27
level_332,1,201,202,21
level_333,0,166,202,22
level_334,1,201,202,42
level_335,1,201,202,26
level_336,1,201,202,38
level_337,1,201,202,43
level_338,1,201,202,31
level_339,1,201,202,35
level_340,0,198,202,20
level_341,1,201,202,31
level_342,0,117,202,24
level_343,0,169,202,34
level_344,1,201,202,31
level_345,1,201,202,44
level_346,0,122,202,25
level_347,0,137,202,28
level_348,0,149,202,43
level_349,0,117,202,28
level_350,0,150,202,22
level_351,1,201,202,40
level_352,0,111,202,26
level_353,1,201,202,29
level_354,1,201,202,28
level_355,0,144,202,42
level_356,1,201,202,44
level_357,1,201,202,22
level_358,1,201,202,34
level_359,1,201,202,21
level_360,1,201,202,30
level_361,1,201,202,20
level_362,1,201,202,29
level_363,1,201,202,22
level_364,1,201,202,41
level_365,0,106,202,31
level_366,1,201,202,23
level_367,1,201,202,20
level_368,1,201,202,28
level_369,0,188,202,44
level_370,1,201,202,27
level_371,0,140,202,44
level_372,1,201,202,31
level_373,0,138,202,42
level_374,1,201,202,44
level_375,1,201,202,25
level_376,1,201,202,44
level_377,1,201,202,39
level_378,1,201,202,28
level_379,1,201,202,20
level_380,1,201,202,42
level_381,0,168,202,27
level_382,1,201,202,36
level_383,1,201,202,23
level_384,1,201,202,26
level_385,1,201,202,43
level_386,1,201,202,40
level_387,1,201,202,34
level_388,1,201,202,31
level_389,0,187,202,35
level_390,1,201,202,29
level_391,1,201,202,22
level_392,0,151,202,22
level_393,1,201,202,34
level_394,1,201,202,33
level_395,1,201,202,36
level_396,1,201,202,23
level_397,1,201,202,42
level_398,0,108,202,25
level_399,1,201,202,28
level_400,1,201,202,43
level_401,1,201,202,22
level_402,1,201,202,22
level_403,1,201,202,30
level_404,1,201,202,28
level_405,1,201,202,23
level_406,0,128,202,22
level_407,1,201,202,33
level_408,1,201,202,38
level_409,1,201,202,22
level_410,1,201,202,28
level_411,0,117,202,28
level_412,1,201,202,37
level_413,1,201,202,42
level_414,1,201,202,42
level_415,1,201,202,37
level_416,1,201,202,34
level_417,1,201,202,42
level_418,1,201,202,28
level_419,0,123,202,28
level_420,0,153,202,42
level_421,0,158,202,20
level_422,1,201,202,24
level_423,0,156,202,24
level_424,1,201,202,44
level_425,0,123,202,40
level_426,1,201,202,38
level_427,1,201,202,33
level_428,1,201,202,37
level_429,0,126,202,39
level_430,1,201,202,25
level_431,1,201,202,26
level_432,1,201,202,23
level_433,1,201,202,41
level_434,0,197,202,44
level_435,1,201,202,43
level_436,1,201,202,21
level_437,1,201,202,24
level_438,1,201,202,32
level_439,1,201,202,28
level_440,1,201,202,28
level_441,1,201,202,28
level_442,0,148,202,29
level_443,1,201,202,42
level_444,1,201,202,34
level_445,1,201,202,39
level_446,1,201,202,22
level_447,0,189,202,33
level_448,1,201,202,34
level_449,1,201,202,28
level_450,1,201,202,42
level_451,0,157,202,34
level_452,1,201,202,40
level_453,1,201,202,23
level_454,0,162,202,40
level_455,1,201,202,21
level_456,1,201,202,33
level_457,0,197,202,33
level_458,0,193,202,21
level_459,1,201,202,37
level_460,0,112,202,22
level_461,1,201,202,28
level_462,0,132,202,40
level_463,0,155,202,23
level_464,0,147,202,37
level_465,1,201,202,34
level_466,1,201,202,22
level_467,0,165,202,31
level_468,1,201,202,37
level_469,1,201,202,24
level_470,1,201,202,38
level_471,0,175,202,38
level_472,0,177,202,30
level_473,1,201,202,27
level_474,1,201,202,28
level_475,1,201,202,24
level_476,1,201,202,44
level_477,1,201,202,42
level_478,1,201,202,29
level_479,1,201,202,30
level_480,1,201,202,35
level_481,1,201,202,39
level_482,1,201,202,39
level_483,1,201,202,33
level_484,1,201,202,22
level_485,1,201,202,32
level_486,1,201,202,23
level_487,1,201,202,25
level_488,1,201,202,25
level_489,0,172,202,20
level_490,1,201,202,43
level_491,1,201,202,28
level_492,0,177,202,28
level_493,1,201,202,35
level_494,0,102,202,29
level_495,0,146,202,27
level_496,1,201,202,33
level_497,1,201,202,27
level_498,0,171,202,35
level_499,0,142,202,26
level_500,1,201,202,45
level_501,0,116,202,42
level_502,0,112,202,22
level_503,1,201,202,42
level_504,1,201,202,29
level_505,1,201,202,29
level_506,1,201,202,44
level_507,1,201,202,41
level_508,1,201,202,39
level_509,1,201,202,35
level_510,0,154,202,38
level_511,1,201,202,24
level_512,0,114,202,31
level_513,1,201,202,29
level_514,1,201,202,27
level_515,1,201,202,26
level_516,1,201,202,24
level_517,1,201,202,24
level_518,1,201,202,42
level_519,1,201,202,35
level_520,0,148,202,37
level_521,1,201,202,41
level_522,1,201,202,44
level_523,1,201,202,38
level_524,0,194,202,41
level_525,1,201,202,39
level_526,1,201,202,27
level_527,1,201,202,29
level_528,1,201,202,25
level_529,0,117,202,28
level_530,1,201,202,40
level_531,1,201,202,21
level_532,0,192,202,27
level_533,1,201,202,35
level_534,0,121,202,32
level_535,1,201,202,22
level_536,1,201,202,34
level_537,1,201,202,20
level_538,1,201,202,33
level_539,1,201,202,23
level_540,1,201,202,40
level_541,1,201,202,31
level_542,1,201,202,42
level_543,1,201,202,39
level_544,1,201,202,40
level_545,0,144,202,31
level_546,1,201,202,36
level_547,1,201,202,38
level_548,0,107,202,42
level_549,1,201,202,20
level_550,1,201,202,30
level_551,1,201,202,21
level_552,1,201,202,23
level_553,1,201,202,33
level_554,0,181,202,24
level_555,1,201,202,35
level_556,1,201,202,25
level_557,1,201,202,35
level_558,0,157,202,34
level_559,1,201,202,37
level_560,1,201,202,22
level_561,1,201,202,34
level_562,1,201,202,40
level_563,1,201,202,21
level_564,1,201,202,36
level_565,1,201,202,24
level_566,1,201,202,34
level_567,1,201,202,32
level_568,1,201,202,31
level_569,1,201,202,21
level_570,0,127,202,31
level_571,0,136,202,37
level_572,1,201,202,23
level_573,1,201,202,44
level_574,1,201,202,32
level_575,1,201,202,20
level_576,1,201,202,30
level_577,1,201,202,36
level_578,0,146,202,38
level_579,1,201,202,38
level_580,1,201,202,34
level_581,1,201,202,23
level_582,1,201,202,23
level_583,0,186,202,35
level_584,0,138,202,23
level_585,0,126,202,41
level_586,0,190,202,36
level_587,1,201,202,40
level_588,0,128,202,25
level_589,1,201,202,33
level_590,0,139,202,40
level_591,0,105,202,24
level_592,1,201,202,21
level_593,1,201,202,38
level_594,1,201,202,35
level_595,1,201,202,39
level_596,1,201,202,37
level_597,1,201,202,21
level_598,1,201,202,22
level_599,1,201,202,41
level_600,1,201,202,26
level_601,0,103,202,25
level_602,0,130,202,36
level_603,1,201,202,23
level_604,0,107,202,23
level_605,1,201,202,43
level_606,1,201,202,22
level_607,1,201,202,40
level_608,1,201,202,25
level_609,1,201,202,28
level_610,1,201,202,20
level_611,1,201,202,42
level_612,1,201,202,30
level_613,0,184,202,24
level_614,0,119,202,43
level_615,1,201,202,24
level_616,0,145,202,31
level_617,1,201,202,30
level_618,1,201,202,29
level_619,1,201,202,37
level_620,1,201,202,43
level_621,1,201,202,22
level_622,1,201,202,27
level_623,0,168,202,42
level_624,0,181,202,21
level_625,1,201,202,43
level_626,0,198,202,20
level_627,1,201,202,26
level_628,1,201,202,27
level_629,1,201,202,31
level_630,1,201,202,21
level_631,1,201,202,34
level_632,1,201,202,42
level_633,1,201,202,20
level_634,1,201,202,21
level_635,1,201,202,32
level_636,1,201,202,42
level_637,1,201,202,45
level_638,1,201,202,34
level_639,0,155,202,25
level_640,1,201,202,43
level_641,1,201,202,26
level_642,1,201,202,29
level_643,1,201,202,26
level_644,1,201,202,23
level_645,1,201,202,35
level_646,1,201,202,38
level_647,0,182,202,25
level_648,1,201,202,31
level_649,1,201,202,38
level_650,1,201,202,27
level_651,1,201,202,37
level_652,1,201,202,31
level_653,1,201,202,30
level_654,0,170,202,42
level_655,1,201,202,33
level_656,1,201,202,36
level_657,1,201,202,40
level_658,1,201,202,30
level_659,1,201,202,39
level_660,1,201,202,44
level_661,1,201,202,31
level_662,1,201,202,42
level_663,1,201,202,21
level_664,0,101,202,43
level_665,1,201,202,25
level_666,1,201,202,41
level_667,1,201,202,22
level_668,0,144,202,29
level_669,1,201,202,23
level_670,1,201,202,24
level_671,0,120,202,38
level_672,0,159,202,28
level_673,1,201,202,21
level_674,0,167,202,44
level_675,0,139,202,22
level_676,1,201,202,42
level_677,1,201,202,27
level_678,1,201,202,43
level_679,0,172,202,27
level_680,0,107,202,45
level_681,1,201,202,31
level_682,1,201,202,39
level_683,1,201,202,28
level_684,1,201,202,41
level_685,1,201,202,33
level_686,0,172,202,36
level_687,1,201,202,40
level_688,1,201,202,21
level_689,1,201,202,42
level_690,0,136,202,22
level_691,1,201,202,38
level_692,0,156,202,41
level_693,1,201,202,34
level_694,0,187,202,39
level_695,0,158,202,23
level_696,0,135,202,32
level_697,1,201,202,39
level_698,1,201,202,28
level_699,1,201,202,40
level_700,1,201,202,25
level_701,1,201,202,33
level_702,1,201,202,38
level_703,1,201,202,27
level_704,1,201,202,29
level_705,1,201,202,45
level_706,1,201,202,24
level_707,1,201,202,39
level_708,0,159,202,28
level_709,0,144,202,28
level_710,1,201,202,44
level_711,1,201,202,39
level_712,0,138,202,44
level_713,1,201,202,44
level_714,1,201,202,23
level_715,1,201,202,42
level_716,1,201,202,26
level_717,0,106,202,27
level_718,1,201,202,40
level_719,1,201,202,40
level_720,1,201,202,22
level_721,1,201,202,33
level_722,0,175,202,44
level_723,1,201,202,23
level_724,1,201,202,37
level_725,1,201,202,42
level_726,0,161,202,39
level_727,0,174,202,40
level_728,1,201,202,36
level_729,0,136,202,37
level_730,1,201,202,20
level_731,1,201,202,34
level_732,1,201,202,32
level_733,1,201,202,39
level_734,1,201,202,32
level_735,1,201,202,37
level_736,1,201,202,42
level_737,0,124,202,35
level_738,1,201,202,41
level_739,1,201,202,24
level_740,0,194,202,28
level_741,0,154,202,22
level_742,1,201,202,31
level_743,1,201,202,40
level_744,1,201,202,39
level_745,1,201,202,28
level_746,1,201,202,41
level_747,0,111,202,29
level_748,1,201,202,45
level_749,1,201,202,31
level_750,1,201,202,25
level_751,0,190,202,35
level_752,1,201,202,29
level_753,1,201,202,21
level_754,1,201,202,24
level_755,1,201,202,26
level_756,0,199,202,34
level_757,1,201,202,29
level_758,1,201,202,45
level_759,1,201,202,26
level_760,1,201,202,22
level_761,0,196,202,34
level_762,0,182,202,22
level_763,1,201,202,22
level_764,1,201,202,37
level_765,1,201,202,43
level_766,1,201,202,26
level_767,1,201,202,29
level_768,1,201,202,21
level_769,0,198,202,29
level_770,1,201,202,31
level_771,0,150,202,26
level_772,1,201,202,27
level_773,0,101,202,31
level_774,1,201,202,23
level_775,1,201,202,39
level_776,1,201,202,22
level_777,1,201,202,28
level_778,1,201,202,40
level_779,1,201,202,39
level_780,0,136,202,27
level_781,1,201,202,34
level_782,0,140,202,21
level_783,0,162,202,38
level_784,1,201,202,39
level_785,1,201,202,25
level_786,1,201,202,34
level_787,1,201,202,31
level_788,1,201,202,35
level_789,1,201,202,24
level_790,1,201,202,34
level_791,1,201,202,23
level_792,1,201,202,23
level_793,1,201,202,44
level_794,0,110,202,33
level_795,1,201,202,25
level_796,1,201,202,24
level_797,1,201,202,42
level_798,1,201,202,43
level_799,1,201,202,45
level_800,1,201,202,38
level_801,1,201,202,34
level_802,1,201,202,25
level_803,1,201,202,39
level_804,1,201,202,40
level_805,1,201,202,28
level_806,1,201,202,24
level_807,0,120,202,21
level_808,1,201,202,32
level_809,0,192,202,42
level_810,0,199,202,39
level_811,0,151,202,23
level_812,0,106,202,28
level_813,1,201,202,24
level_814,1,201,202,26
level_815,1,201,202,27
level_816,0,102,202,25
level_817,1,201,202,33
level_818,1,201,202,42
level_819,1,201,202,22
level_820,1,201,202,39
level_821,1,201,202,32
level_822,1,201,202,34
level_823,1,201,202,38
level_824,1,201,202,44
level_825,1,201,202,28
level_826,1,201,202,40
level_827,1,201,202,41
level_828,0,135,202,28
level_829,1,201,202,21
level_830,1,201,202,45
level_831,1,201,202,22
level_832,1,201,202,25
level_833,1,201,202,40
level_834,0,199,202,40
level_835,0,122,202,40
level_836,1,201,202,30
level_837,1,201,202,38
level_838,1,201,202,34
level_839,1,201,202,45
level_840,0,197,202,26
level_841,1,201,202,32
level_842,1,201,202,29
level_843,0,118,202,44
level_844,1,201,202,20
level_845,0,131,202,35
level_846,1,201,202,21
level_847,1,201,202,37
level_848,1,201,202,42
level_849,1,201,202,45
level_850,1,201,202,39
level_851,1,201,202,24
level_852,1,201,202,29
level_853,1,201,202,26
level_854,0,113,202,44
level_855,1,201,202,44
level_856,0,123,202,22
level_857,1,201,202,25
level_858,0,123,202,25
level_859,0,183,202,44
level_860,1,201,202,44
level_861,1,201,202,21
level_862,1,201,202,25
level_863,1,201,202,24
level_864,1,201,202,23
level_865,1,201,202,39
level_866,1,201,202,26
level_867,1,201,202,31
level_868,1,201,202,38
level_869,0,166,202,20
level_870,1,201,202,33
level_871,1,201,202,33
level_872,1,201,202,28
level_873,1,201,202,36
level_874,1,201,202,23
level_875,1,201,202,23
level_876,1,201,202,39
level_877,1,201,202,29
level_878,1,201,202,22
level_879,1,201,202,31
level_880,1,201,202,28
level_881,1,201,202,28
level_882,1,201,202,27
level_883,1,201,202,31
level_884,0,116,202,36
level_885,1,201,202,21
level_886,1,201,202,24
level_887,1,201,202,26
level_888,1,201,202,28
level_889,1,201,202,36
level_890,1,201,202,28
level_891,1,201,202,29
level_892,1,201,202,40
level_893,1,201,202,34
level_894,1,201,202,20
level_895,1,201,202,27
level_896,1,201,202,33
level_897,0,132,202,30
level_898,1,201,202,27
level_899,1,201,202,34
level_900,1,201,202,30
level_901,1,201,202,35
level_902,1,201,202,30
level_903,1,201,202,26
level_904,1,201,202,45
level_905,0,117,202,31
level_906,1,201,202,32
level_907,1,201,202,23
level_908,1,201,202,32
level_909,1,201,202,23
level_910,1,201,202,27
level_911,1,201,202,37
level_912,1,201,202,21
level_913,1,201,202,23
level_914,1,201,202,32
level_915,1,201,202,43
level_916,0,173,202,32
level_917,1,201,202,45
level_918,1,201,202,20
level_919,0,119,202,28
level_920,1,201,202,23
level_921,1,201,202,38
level_922,1,201,202,33
level_923,1,201,202,25
level_924,1,201,202,45
level_925,1,201,202,31
level_926,1,201,202,22
level_927,1,201,202,24
level_928,1,201,202,36
level_929,1,201,202,26
level_930,1,201,202,31
level_931,0,188,202,29
level_932,1,201,202,23
level_933,1,201,202,34
level_934,1,201,202,23
level_935,0,104,202,40
level_936,1,201,202,21
level_937,1,201,202,32
level_938,1,201,202,32
level_939,1,201,202,38
level_940,1,201,202,41
level_941,1,201,202,41
level_942,0,155,202,29
level_943,1,201,202,38
level_944,1,201,202,34
level_945,1,201,202,36
level_946,1,201,202,33
level_947,0,167,202,21
level_948,1,201,202,30
level_949,1,201,202,36
level_950,1,201,202,21
level_951,0,200,202,24
level_952,1,201,202,37
level_953,0,157,202,41
level_954,1,201,202,34
level_955,1,201,202,30
level_956,1,201,202,41
level_957,1,201,202,43
level_958,1,201,202,34
level_959,1,201,202,31
level_960,1,201,202,43
level_961,1,201,202,40
level_962,1,201,202,34
level_963,1,201,202,21
level_964,1,201,202,41
level_965,1,201,202,21
level_966,0,151,202,37
level_967,1,201,202,40
level_968,1,201,202,41
level_969,0,169,202,41
level_970,1,201,202,23
level_971,1,201,202,31
level_972,1,201,202,27
level_973,1,201,202,42
level_974,1,201,202,25
level_975,1,201,202,33
level_976,1,201,202,24
level_977,0,129,202,42
level_978,1,201,202,26
level_979,1,201,202,34
level_980,1,201,202,41
level_981,1,201,202,25
level_982,1,201,202,36
level_983,1,201,202,30
level_984,1,201,202,28
level_985,1,201,202,22
level_986,1,201,202,35
level_987,1,201,202,33
level_988,1,201,202,40
level_989,1,201,202,23
level_990,1,201,202,27
level_991,1,201,202,29
level_992,1,201,202,20
level_993,0,114,202,44
level_994,0,113,202,44
level_995,1,201,202,33
level_996,0,123,202,22
level_997,1,201,202,24
level_998,1,201,202,32
level_999,1,201,202,24
level_1000,1,201,202,34
