level,result,block_reached,total_length,time
level_136.txt,1,125,125,18
level_137.txt,0,43,185,45
level_138.txt,0,61,158,8
level_139.txt,1,120,120,21
level_140.txt,0,33,137,4
level_141.txt,1,140,140,20
level_142.txt,1,107,107,16
level_143.txt,1,153,153,21
level_144.txt,1,111,111,18
level_145.txt,0,19,136,45
level_146.txt,1,148,148,20
level_147.txt,1,124,124,20
level_148.txt,0,15,96,45
level_149.txt,1,156,156,23
level_150.txt,1,146,146,21
level_151.txt,0,17,131,45
level_152.txt,1,119,119,18
level_153.txt,1,146,146,20
level_154.txt,1,113,113,20
level_155.txt,1,151,151,21
level_156.txt,1,128,128,19
level_157.txt,1,141,141,20
level_158.txt,1,125,125,20
level_159.txt,0,109,148,25
level_160.txt,1,135,135,21
level_161.txt,1,157,157,22
level_162.txt,1,144,144,21
level_163.txt,1,149,149,20
level_164.txt,0,7,133,45
level_165.txt,1,127,127,21
level_166.txt,1,147,147,24
level_167.txt,0,103,160,12
level_168.txt,1,139,139,20
level_169.txt,0,105,201,12
level_170.txt,1,160,160,22
level_171.txt,0,7,122,1
level_172.txt,1,132,132,19
level_173.txt,0,17,145,45
level_174.txt,1,149,149,20
level_175.txt,0,141,149,31
level_176.txt,0,29,143,45
level_177.txt,0,55,137,45
level_178.txt,1,154,154,21
level_179.txt,1,133,133,19
level_180.txt,1,144,144,20
level_181.txt,1,124,124,20
level_182.txt,1,135,135,19
level_183.txt,1,143,143,21
level_184.txt,1,146,146,20
level_185.txt,1,122,122,18
level_186.txt,1,133,133,19
level_187.txt,1,133,133,20
level_188.txt,0,60,126,45
level_189.txt,0,129,138,14
level_190.txt,1,113,113,18
level_191.txt,0,37,110,45
level_192.txt,0,59,94,29
level_193.txt,1,128,128,19
level_194.txt,1,142,142,20
level_195.txt,1,144,144,19
level_196.txt,0,108,151,13
level_197.txt,1,138,138,20
level_198.txt,1,145,145,21
level_199.txt,0,17,130,45
level_200.txt,1,144,144,21
level_201.txt,1,126,126,18
level_202.txt,0,51,121,45
level_203.txt,1,140,140,21
level_204.txt,1,137,137,20
level_205.txt,0,35,152,45
level_206.txt,1,151,151,19
level_207.txt,0,47,150,45
level_208.txt,0,40,122,4
level_209.txt,1,114,114,17
level_210.txt,0,146,149,15
level_211.txt,1,154,154,21
level_212.txt,0,97,130,45
level_213.txt,0,110,133,45
level_214.txt,1,124,124,19
level_215.txt,1,120,120,20
level_216.txt,0,13,114,45
level_217.txt,0,56,139,45
level_218.txt,0,28,125,3
level_219.txt,1,145,145,22
level_220.txt,0,28,147,45
level_221.txt,1,136,136,20
level_222.txt,0,63,108,8
level_223.txt,1,147,147,21
level_224.txt,0,78,191,13
level_225.txt,1,114,114,18
level_226.txt,0,25,186,45
level_227.txt,1,137,137,19
level_228.txt,0,47,127,45
level_229.txt,0,125,148,45
level_230.txt,1,141,141,20
level_231.txt,0,29,126,45
level_232.txt,1,149,149,20
level_233.txt,0,151,170,45
level_234.txt,1,133,133,18
level_235.txt,0,87,146,45
level_236.txt,0,109,128,19
level_237.txt,1,112,112,17
level_238.txt,1,164,164,22
level_239.txt,1,136,136,34
level_240.txt,1,125,125,19
level_241.txt,1,139,139,23
level_242.txt,1,148,148,22
level_243.txt,0,90,151,45
level_244.txt,0,30,160,45
level_245.txt,0,62,152,45
level_246.txt,0,44,103,45
level_247.txt,1,145,145,21
level_248.txt,1,125,125,18
level_249.txt,0,164,172,45
level_250.txt,1,142,142,21
level_251.txt,1,142,142,20
level_252.txt,0,90,150,11
level_253.txt,0,108,135,45
level_254.txt,1,108,108,16
level_255.txt,1,127,127,19
level_256.txt,0,75,144,45
level_257.txt,1,130,130,18
level_258.txt,0,58,141,7
level_259.txt,1,72,72,12
level_260.txt,1,141,141,19
level_261.txt,1,144,144,21
level_262.txt,1,135,135,19
level_263.txt,0,109,139,45
level_264.txt,1,141,141,21
level_265.txt,1,144,144,22
level_266.txt,1,132,132,19
level_267.txt,0,64,104,45
level_268.txt,1,106,106,18
level_269.txt,1,150,150,21
level_270.txt,1,157,157,22
level_271.txt,1,130,130,19
level_272.txt,1,127,127,18
level_273.txt,0,13,140,45
level_274.txt,1,124,124,18
level_275.txt,0,12,140,45
level_276.txt,0,65,148,45
level_277.txt,0,96,144,11
level_278.txt,1,119,119,18
level_279.txt,1,132,132,19
level_280.txt,1,132,132,20
level_281.txt,0,36,137,45
level_282.txt,0,49,135,45
level_283.txt,1,154,154,22
level_284.txt,0,130,134,20
level_285.txt,1,125,125,18
level_286.txt,1,135,135,22
level_287.txt,0,59,94,45
level_288.txt,0,41,131,45
level_289.txt,0,121,148,45
level_290.txt,1,140,140,21
level_291.txt,0,44,144,45
level_292.txt,0,111,132,45
level_293.txt,0,7,132,45
level_294.txt,1,124,124,19
level_295.txt,1,104,104,18
level_296.txt,0,115,160,45
level_297.txt,0,54,115,45
level_298.txt,0,112,145,12
level_299.txt,1,150,150,20
level_300.txt,0,56,127,45
level_301.txt,1,125,125,22
level_302.txt,0,147,156,18
level_303.txt,0,93,123,11
level_304.txt,1,151,151,20
level_305.txt,0,116,171,17
level_306.txt,1,151,151,20
level_307.txt,0,57,140,45
level_308.txt,1,157,157,21
level_309.txt,0,16,146,4
level_310.txt,1,164,164,22
level_311.txt,1,120,120,19
level_312.txt,1,171,171,23
level_313.txt,1,131,131,19
level_314.txt,1,129,129,18
level_315.txt,0,143,149,17
level_316.txt,1,142,142,21
level_317.txt,1,147,147,20
level_318.txt,0,61,126,7
level_319.txt,0,72,94,45
level_320.txt,1,111,111,17
level_321.txt,0,144,150,20
level_322.txt,1,147,147,21
level_323.txt,1,140,140,21
level_324.txt,0,38,135,45
level_325.txt,1,139,139,20
level_326.txt,0,56,146,45
level_327.txt,1,136,136,20
level_328.txt,1,147,147,21
level_329.txt,0,14,136,45
level_330.txt,0,10,120,45
level_331.txt,1,148,148,22
level_332.txt,1,160,160,22
level_333.txt,1,155,155,22
level_334.txt,1,145,145,20
level_335.txt,1,142,142,19
level_336.txt,1,156,156,29
level_337.txt,0,101,140,13
level_338.txt,0,5,167,45
level_339.txt,1,159,159,22
level_340.txt,1,148,148,20
level_341.txt,0,126,131,14
level_342.txt,1,148,148,22
level_343.txt,1,154,154,23
level_344.txt,0,122,137,45
level_345.txt,0,9,135,45
level_346.txt,0,96,138,45
level_347.txt,0,19,201,45
level_348.txt,1,136,136,21
level_349.txt,0,120,158,45
level_350.txt,0,23,148,45
level_351.txt,0,37,115,45
level_352.txt,1,118,118,19
level_353.txt,0,27,145,45
level_354.txt,0,97,152,11
level_355.txt,1,130,130,18
level_356.txt,0,18,157,45
level_357.txt,0,65,142,45
level_358.txt,0,99,146,11
level_359.txt,1,131,131,20
level_360.txt,1,93,93,15
level_361.txt,1,121,121,18
level_362.txt,0,17,145,45
level_363.txt,0,128,137,18
level_364.txt,1,143,143,21
level_365.txt,0,43,130,45
level_366.txt,1,133,133,20
level_367.txt,1,139,139,18
level_368.txt,0,42,155,45
level_369.txt,1,151,151,22
level_370.txt,1,96,96,15
level_371.txt,0,123,152,18
level_372.txt,0,140,149,18
level_373.txt,1,135,135,18
level_374.txt,0,108,154,45
level_375.txt,1,149,149,22
level_376.txt,0,68,97,8
level_377.txt,1,120,120,18
level_378.txt,0,37,123,45
level_379.txt,0,27,144,45
level_380.txt,0,77,145,45
level_381.txt,1,156,156,22
level_382.txt,1,140,140,19
level_383.txt,1,139,139,21
level_384.txt,1,155,155,21
level_385.txt,1,144,144,21
level_386.txt,0,88,148,45
level_387.txt,1,155,155,22
level_388.txt,1,144,144,22
level_389.txt,1,126,126,18
level_390.txt,1,131,131,19
level_391.txt,1,138,138,19
level_392.txt,1,149,149,21
level_393.txt,0,77,135,19
level_394.txt,1,124,124,17
level_395.txt,0,73,144,9
level_396.txt,1,139,139,23
level_397.txt,1,118,118,18
level_398.txt,0,48,149,45
level_399.txt,1,103,103,16
level_400.txt,1,144,144,21
level_401.txt,1,152,152,21
level_402.txt,0,91,159,12
level_403.txt,1,130,130,20
level_404.txt,0,50,100,45
level_405.txt,0,27,154,45
level_406.txt,1,151,151,22
level_407.txt,1,133,133,20
level_408.txt,0,11,149,45
level_409.txt,1,134,134,20
level_410.txt,0,81,131,45
level_411.txt,1,151,151,23
level_412.txt,1,142,142,21
level_413.txt,1,113,113,17
level_414.txt,0,91,129,45
level_415.txt,1,123,123,18
level_416.txt,0,31,116,4
level_417.txt,1,145,145,21
level_418.txt,0,41,157,45
level_419.txt,0,130,153,45
level_420.txt,0,154,158,16
level_421.txt,1,148,148,20
level_422.txt,0,122,136,45
level_423.txt,1,144,144,20
level_424.txt,0,22,142,45
level_425.txt,0,146,150,17
level_426.txt,1,138,138,21
level_427.txt,0,26,126,45
level_428.txt,1,133,133,19
level_429.txt,1,151,151,20
level_430.txt,1,142,142,21
level_431.txt,0,38,137,45
level_432.txt,1,132,132,19
level_433.txt,0,108,138,45
level_434.txt,1,131,131,19
level_435.txt,1,145,145,21
level_436.txt,0,75,135,45
level_437.txt,1,148,148,22
level_438.txt,0,28,137,45
level_439.txt,1,152,152,22
level_440.txt,1,143,143,20
level_441.txt,1,152,152,20
level_442.txt,0,46,152,45
level_443.txt,1,114,114,17
level_444.txt,1,146,146,22
level_445.txt,1,144,144,31
level_446.txt,1,133,133,19
level_447.txt,0,48,137,45
level_448.txt,1,125,125,19
level_449.txt,0,29,145,11
level_450.txt,0,9,160,45
level_451.txt,0,42,108,45
level_452.txt,0,121,127,14
level_453.txt,1,130,130,19
level_454.txt,1,137,137,21
level_455.txt,0,42,147,5
level_456.txt,1,114,114,18
level_457.txt,0,85,88,11
level_458.txt,1,161,161,22
level_459.txt,0,81,146,45
level_460.txt,0,98,166,13
level_461.txt,1,148,148,21
level_462.txt,1,166,166,23
level_463.txt,1,144,144,21
level_464.txt,1,138,138,20
level_465.txt,0,23,140,45
level_466.txt,1,170,170,24
level_467.txt,1,126,126,19
level_468.txt,1,155,155,25
level_469.txt,1,128,128,19
level_470.txt,1,150,150,21
level_471.txt,1,120,120,17
level_472.txt,1,141,141,19
level_473.txt,0,93,164,45
level_474.txt,1,133,133,20
level_475.txt,1,146,146,21
level_476.txt,1,60,60,11
level_477.txt,1,147,147,21
level_478.txt,1,139,139,20
level_479.txt,1,61,61,11
level_480.txt,0,12,147,45
level_481.txt,0,62,100,45
level_482.txt,0,101,158,45
level_483.txt,0,75,114,45
level_484.txt,0,10,111,45
level_485.txt,0,43,114,45
level_486.txt,1,154,154,22
level_487.txt,1,113,113,18
level_488.txt,0,25,148,45
level_489.txt,0,32,144,45
level_490.txt,1,154,154,21
level_491.txt,1,139,139,20
level_492.txt,1,147,147,21
level_493.txt,1,141,141,19
level_494.txt,0,129,132,15
level_495.txt,0,48,87,45
level_496.txt,0,97,132,45
level_497.txt,1,145,145,20
level_498.txt,0,131,150,45
level_499.txt,0,24,150,45
level_500.txt,0,31,144,45
level_501.txt,1,98,98,16
level_502.txt,0,58,135,45
level_503.txt,1,142,142,25
level_504.txt,0,54,155,45
level_505.txt,0,10,149,45
level_506.txt,1,144,144,22
level_507.txt,0,86,105,45
level_508.txt,1,109,109,24
level_509.txt,0,130,137,16
level_510.txt,1,161,161,22
level_511.txt,1,143,143,21
level_512.txt,1,140,140,22
level_513.txt,1,156,156,22
level_514.txt,0,89,129,45
level_515.txt,0,11,153,45
level_516.txt,1,162,162,21
level_517.txt,1,144,144,20
level_518.txt,1,156,156,23
level_519.txt,0,61,143,45
level_520.txt,0,23,113,45
level_521.txt,1,157,157,21
level_522.txt,1,147,147,21
level_523.txt,0,45,121,45
level_524.txt,0,58,97,45
level_525.txt,1,156,156,21
level_526.txt,1,154,154,21
level_527.txt,1,160,160,23
level_528.txt,1,103,103,19
level_529.txt,1,137,137,19
level_530.txt,0,63,121,45
level_531.txt,1,169,169,41
level_532.txt,0,105,148,45
level_533.txt,1,134,134,20
level_534.txt,1,133,133,20
level_535.txt,0,75,134,45
level_536.txt,1,141,141,21
level_537.txt,1,139,139,20
level_538.txt,1,132,132,20
level_539.txt,1,140,140,20
level_540.txt,0,53,126,45
level_541.txt,0,128,144,14
level_542.txt,1,137,137,20
level_543.txt,0,23,152,45
level_544.txt,1,136,136,21
level_545.txt,1,127,127,19
level_546.txt,1,136,136,21
level_547.txt,0,90,141,45
level_548.txt,1,118,118,18
level_549.txt,0,7,129,45
level_550.txt,0,85,160,45
level_551.txt,1,173,173,24
level_552.txt,0,113,132,45
level_553.txt,1,145,145,21
level_554.txt,0,9,140,45
level_555.txt,1,144,144,20
level_556.txt,0,115,141,45
level_557.txt,1,146,146,20
level_558.txt,0,33,125,45
level_559.txt,0,129,147,45
level_560.txt,0,36,155,5
level_561.txt,1,115,115,17
level_562.txt,0,110,124,45
level_563.txt,1,146,146,20
level_564.txt,1,144,144,20
level_565.txt,0,10,114,45
level_566.txt,1,103,103,17
level_567.txt,0,58,147,45
level_568.txt,1,131,131,19
level_569.txt,1,143,143,20
level_570.txt,0,22,147,45
level_571.txt,0,142,162,17
level_572.txt,0,17,127,45
level_573.txt,1,153,153,22
level_574.txt,1,139,139,20
level_575.txt,1,141,141,23
level_576.txt,1,139,139,21
level_577.txt,0,11,163,45
level_578.txt,0,101,138,45
level_579.txt,1,138,138,19
level_580.txt,0,67,156,45
level_581.txt,0,106,146,45
level_582.txt,0,32,150,45
level_583.txt,1,132,132,20
level_584.txt,0,63,134,45
level_585.txt,1,136,136,20
level_586.txt,1,139,140,17
level_587.txt,1,158,158,21
level_588.txt,0,17,146,45
level_589.txt,0,124,149,45
level_590.txt,1,147,147,22
level_591.txt,1,144,144,22
level_592.txt,1,149,149,22
level_593.txt,1,142,142,20
level_594.txt,0,82,163,9
level_595.txt,0,39,151,45
level_596.txt,1,142,142,21
level_597.txt,0,77,146,45
level_598.txt,1,34,34,9
level_599.txt,1,164,164,23
level_600.txt,1,146,146,22
level_601.txt,0,131,156,45
level_602.txt,1,140,140,21
level_603.txt,1,145,145,20
level_604.txt,1,139,139,19
level_605.txt,0,43,107,7
level_606.txt,1,150,150,21
level_607.txt,0,69,138,45
level_608.txt,0,74,145,45
level_609.txt,1,148,148,21
level_610.txt,1,163,163,22
level_611.txt,0,84,140,32
level_612.txt,0,48,141,45
level_613.txt,0,101,163,45
level_614.txt,1,141,141,21
level_615.txt,1,113,113,17
level_616.txt,1,140,140,20
level_617.txt,1,155,155,22
level_618.txt,1,133,133,20
level_619.txt,0,25,116,45
level_620.txt,0,58,123,45
level_621.txt,1,123,123,19
level_622.txt,1,149,149,22
level_623.txt,1,134,134,20
level_624.txt,1,142,142,23
level_625.txt,1,134,134,18
level_626.txt,0,138,153,45
level_627.txt,1,119,119,19
level_628.txt,1,133,133,19
level_629.txt,0,72,163,45
level_630.txt,1,125,125,18
level_631.txt,0,65,140,45
level_632.txt,1,157,157,22
level_633.txt,0,43,112,45
level_634.txt,0,40,143,45
level_635.txt,0,112,144,45
level_636.txt,0,33,141,45
level_637.txt,0,72,115,45
level_638.txt,1,150,150,21
level_639.txt,0,67,153,45
level_640.txt,1,145,145,20
level_641.txt,1,128,128,18
level_642.txt,1,152,152,21
level_643.txt,1,128,128,18
level_644.txt,1,137,137,19
level_645.txt,0,94,133,10
level_646.txt,1,156,156,23
level_647.txt,1,138,138,20
level_648.txt,1,138,138,21
level_649.txt,0,93,94,13
level_650.txt,1,158,158,21
level_651.txt,1,146,146,21
level_652.txt,1,160,160,21
level_653.txt,1,150,150,21
level_654.txt,0,19,126,45
level_655.txt,0,42,160,45
level_656.txt,1,134,134,20
level_657.txt,1,131,131,21
level_658.txt,0,108,120,45
level_659.txt,1,163,163,20
level_660.txt,1,185,185,24
level_661.txt,0,113,170,45
level_662.txt,0,78,112,45
level_663.txt,1,113,113,18
level_664.txt,1,150,150,23
level_665.txt,1,133,134,14
level_666.txt,1,160,160,21
level_667.txt,0,45,150,45
level_668.txt,1,157,157,21
level_669.txt,1,100,100,14
level_670.txt,1,142,142,20
level_671.txt,0,74,143,45
level_672.txt,0,5,116,45
level_673.txt,1,149,149,20
level_674.txt,1,108,108,17
level_675.txt,0,40,161,45
level_676.txt,1,152,152,22
level_677.txt,1,111,111,19
level_678.txt,0,22,115,45
level_679.txt,1,158,158,21
level_680.txt,0,31,157,45
level_681.txt,0,6,147,45
level_682.txt,0,77,136,45
level_683.txt,1,116,116,19
level_684.txt,0,83,105,45
level_685.txt,1,123,123,18
level_686.txt,0,60,152,45
level_687.txt,1,144,144,21
level_688.txt,1,148,148,20
level_689.txt,0,87,155,45
level_690.txt,0,135,143,45
level_691.txt,0,128,175,18
level_692.txt,1,150,150,21
level_693.txt,1,139,139,22
level_694.txt,0,65,146,45
level_695.txt,1,147,147,20
level_696.txt,1,140,140,21
level_697.txt,1,96,96,17
level_698.txt,0,44,149,45
level_699.txt,1,149,149,21
level_700.txt,0,167,184,45
level_701.txt,1,143,143,22
level_702.txt,0,131,152,45
level_703.txt,0,133,140,45
level_704.txt,0,30,129,45
level_705.txt,1,147,147,23
level_706.txt,0,85,143,45
level_707.txt,0,83,149,9
level_708.txt,0,117,145,45
level_709.txt,1,151,151,21
level_710.txt,0,50,117,45
level_711.txt,0,92,149,45
level_712.txt,1,132,132,21
level_713.txt,0,117,143,45
level_714.txt,0,134,156,16
level_715.txt,1,140,140,22
level_716.txt,1,133,133,19
level_717.txt,1,148,148,22
level_718.txt,0,20,136,45
level_719.txt,0,80,91,24
level_720.txt,0,37,119,45
level_721.txt,1,127,127,21
level_722.txt,0,59,153,45
level_723.txt,1,139,139,21
level_724.txt,1,131,131,19
level_725.txt,0,79,149,45
level_726.txt,1,132,132,18
level_727.txt,1,142,142,20
level_728.txt,0,22,139,45
level_729.txt,0,41,129,5
level_730.txt,1,147,147,21
level_731.txt,1,119,119,30
level_732.txt,0,16,141,45
level_733.txt,1,143,143,19
level_734.txt,0,113,121,45
level_735.txt,0,33,115,45
level_736.txt,1,68,68,13
level_737.txt,1,158,158,22
level_738.txt,0,45,133,7
level_739.txt,0,27,141,45
level_740.txt,1,149,149,22
level_741.txt,1,162,162,23
level_742.txt,1,129,129,18
level_743.txt,0,68,127,45
level_744.txt,0,17,140,45
level_745.txt,0,103,127,45
level_746.txt,0,51,124,45
level_747.txt,0,124,143,15
level_748.txt,1,155,155,21
level_749.txt,1,138,138,19
level_750.txt,1,136,136,20
level_751.txt,0,119,146,45
level_752.txt,1,133,133,19
level_753.txt,0,8,166,45
level_754.txt,1,40,40,9
level_755.txt,0,39,140,5
level_756.txt,0,44,142,45
level_757.txt,1,121,121,31
level_758.txt,0,100,147,45
level_759.txt,0,137,151,45
level_760.txt,1,129,129,18
level_761.txt,1,138,138,19
level_762.txt,0,49,138,5
level_763.txt,1,138,138,22
level_764.txt,1,130,130,19
level_765.txt,0,133,151,16
level_766.txt,1,149,149,21
level_767.txt,0,67,201,8
level_768.txt,0,95,149,45
level_769.txt,1,136,136,21
level_770.txt,1,140,140,19
level_771.txt,0,182,198,21
level_772.txt,0,93,154,45
level_773.txt,1,141,141,21
level_774.txt,1,135,135,20
level_775.txt,0,15,132,45
level_776.txt,0,50,132,45
level_777.txt,1,74,74,13
level_778.txt,1,157,157,23
level_779.txt,0,76,148,45
level_780.txt,1,135,135,20
level_781.txt,1,130,130,21
level_782.txt,0,84,131,45
level_783.txt,1,133,133,22
level_784.txt,1,143,143,19
level_785.txt,1,146,146,20
level_786.txt,1,147,147,21
level_787.txt,0,154,158,19
level_788.txt,0,18,158,45
level_789.txt,0,105,148,45
level_790.txt,1,140,140,19
level_791.txt,1,141,141,21
level_792.txt,1,143,143,21
level_793.txt,1,127,127,21
level_794.txt,1,156,156,20
level_795.txt,0,97,120,45
level_796.txt,1,132,132,19
level_797.txt,1,124,124,18
level_798.txt,0,45,118,5
level_799.txt,1,141,141,22
level_800.txt,1,107,107,16
level_801.txt,0,20,149,45
level_802.txt,0,133,153,45
level_803.txt,1,134,134,19
level_804.txt,0,106,149,45
level_805.txt,0,67,131,9
level_806.txt,0,121,131,14
level_807.txt,0,27,120,45
level_808.txt,1,155,155,21
level_809.txt,1,127,127,18
level_810.txt,0,106,143,45
level_811.txt,0,105,137,45
level_812.txt,0,28,160,45
level_813.txt,0,63,138,7
level_814.txt,1,156,156,21
level_815.txt,1,133,133,19
level_816.txt,1,145,145,22
level_817.txt,1,133,133,20
level_818.txt,0,122,160,45
level_819.txt,1,130,130,20
level_820.txt,1,114,114,18
level_821.txt,1,136,136,20
level_822.txt,1,147,147,22
level_823.txt,0,91,156,45
level_824.txt,1,134,134,19
level_825.txt,0,37,110,45
level_826.txt,1,169,169,24
level_827.txt,1,131,131,20
level_828.txt,1,143,143,24
level_829.txt,0,42,128,45
level_830.txt,0,76,104,45
level_831.txt,1,140,140,21
level_832.txt,1,120,120,17
level_833.txt,1,136,136,19
level_834.txt,0,49,124,6
level_835.txt,0,55,115,45
level_836.txt,0,31,60,45
level_837.txt,1,137,137,20
level_838.txt,0,16,163,45
level_839.txt,0,41,132,45
level_840.txt,0,144,158,18
level_841.txt,1,161,161,21
level_842.txt,1,142,142,20
level_843.txt,0,136,140,15
level_844.txt,1,150,150,23
level_845.txt,1,147,147,20
level_846.txt,1,159,159,22
level_847.txt,0,7,143,45
level_848.txt,1,135,135,19
level_849.txt,1,138,138,21
level_850.txt,0,24,127,3
level_851.txt,1,135,135,19
level_852.txt,0,45,148,45
level_853.txt,0,56,118,45
level_854.txt,1,135,135,19
level_855.txt,1,128,128,21
level_856.txt,0,38,166,5
level_857.txt,0,87,116,45
level_858.txt,1,143,143,19
level_859.txt,0,107,122,21
level_860.txt,0,41,148,45
level_861.txt,0,28,152,45
level_862.txt,0,100,122,45
level_863.txt,1,117,117,18
level_864.txt,1,151,151,20
level_865.txt,0,55,149,6
level_866.txt,1,132,132,20
level_867.txt,0,77,157,45
level_868.txt,0,11,150,45
level_869.txt,1,148,148,22
level_870.txt,1,147,147,21
level_871.txt,0,93,154,45
level_872.txt,1,148,148,21
level_873.txt,0,49,133,45
level_874.txt,1,128,128,18
level_875.txt,1,143,143,21
level_876.txt,1,111,111,16
level_877.txt,1,155,155,24
level_878.txt,0,15,143,45
level_879.txt,0,84,140,10
level_880.txt,1,155,155,21
level_881.txt,1,123,123,17
level_882.txt,0,57,144,45
level_883.txt,1,157,157,23
level_884.txt,1,146,146,22
level_885.txt,0,42,142,45
level_886.txt,1,139,139,20
level_887.txt,0,62,128,45
level_888.txt,0,36,132,39
level_889.txt,0,22,141,45
level_890.txt,1,132,132,19
level_891.txt,1,160,160,24
level_892.txt,0,98,111,45
level_893.txt,0,69,142,45
level_894.txt,1,120,120,19
level_895.txt,1,126,126,20
level_896.txt,1,153,153,20
level_897.txt,1,162,162,25
level_898.txt,1,165,165,23
level_899.txt,1,144,144,24
level_900.txt,1,145,145,21
level_901.txt,0,106,148,45
level_902.txt,0,97,131,45
level_903.txt,0,105,146,45
level_904.txt,0,100,158,45
level_905.txt,0,65,116,45
level_906.txt,1,159,159,22
level_907.txt,0,50,101,45
level_908.txt,0,120,127,45
level_909.txt,0,147,150,17
level_910.txt,1,157,157,31
level_911.txt,0,33,133,45
level_912.txt,1,159,159,33
level_913.txt,1,139,139,20
level_914.txt,1,150,150,21
level_915.txt,1,101,101,16
level_916.txt,1,134,134,19
level_917.txt,0,116,152,45
level_918.txt,1,113,113,17
level_919.txt,0,11,128,45
level_920.txt,1,144,144,21
level_921.txt,0,90,135,45
level_922.txt,1,150,150,21
level_923.txt,0,54,142,45
level_924.txt,1,151,151,22
level_925.txt,1,128,128,19
level_926.txt,0,61,133,45
level_927.txt,1,128,128,21
level_928.txt,0,116,135,45
level_929.txt,0,67,137,45
level_930.txt,1,152,152,21
